code           lon     lat   city
211300751 120.4318 41.5881 朝阳市
211300752 120.4521 41.5646 朝阳市
211300753 120.4176 41.5648 朝阳市
211300754 120.3806 41.5969 朝阳市
211400051 120.9092 40.7136 葫芦岛市
211400052 120.8392 40.7514 葫芦岛市
211400053 120.8341 40.7073 葫芦岛市
211400054 120.8695 40.7677 葫芦岛市
220100051 125.3325 43.9166 长春市
220100052 125.2863 43.9027 长春市
220100053 125.2841 43.8463 长春市
220100054 125.3716 43.8772 长春市
220100055 125.3297 43.8805 长春市
220100056 125.4605 43.79 长春市
220100057 125.245 43.7783 长春市
220100058 125.1761 43.8325 长春市
220100059 125.3863 43.8447 长春市
220200100 126.4739 43.953 吉林市
220200102 126.54 43.8622 吉林市
220200103 126.5844 43.8358 吉林市
220200104 126.5052 43.8245 吉林市
220200105 126.6133 43.8972 吉林市
220200115 126.555 43.8306 吉林市
220300131 124.4002 43.1713 四平市
220300136 124.388 43.193 四平市
220400404 125.1358 42.8845 辽源市
220500411 125.9358 41.7173 通化市
220500412 125.9446 41.7325 通化市
220600423 126.4219 41.9171 白山市
220600424 126.4077 41.9419 白山市
220700431 124.8006 45.1214 松原市
220700432 124.7965 45.1722 松原市
220800453 122.7911 45.6077 白城市
220800454 122.8738 45.5725 白城市
222400447 129.47 42.8883 延边朝鲜族自治州
222400448 129.5055 42.9108 延边朝鲜族自治州
222400449 129.3964 42.8881 延边朝鲜族自治州
230100001 126.5422 45.755 哈尔滨市
230100061 126.689 45.7733 哈尔滨市
230100073 126.6411 45.7258 哈尔滨市
230100081 126.635 45.7667 哈尔滨市
230100083 126.685 45.7319 哈尔滨市
230100084 126.593 45.7478 哈尔滨市
230100085 126.615 45.61 哈尔滨市
230100086 126.561 45.8167 哈尔滨市
230100087 126.979 45.5419 哈尔滨市
23010088 126.595 45.9855 哈尔滨市
23010089 126.6206 45.6842 哈尔滨市
230200401 123.9305 47.3636 齐齐哈尔市
230200402 123.9488 47.3386 齐齐哈尔市
230200403 123.9483 47.3227 齐齐哈尔市
230200405 123.945 47.2988 齐齐哈尔市
230300001 130.9429 45.3039 鸡西市
230300411 130.9762 45.3001 鸡西市
230400001 130.1097 47.3382 鹤岗市
230400051 130.2537 47.3416 鹤岗市
230400052 130.2684 47.3086 鹤岗市
230400081 130.3114 47.3388 鹤岗市
230500001 131.12 46.5656 双鸭山市
230500421 131.1511 46.6937 双鸭山市
230500422 131.1652 46.6191 双鸭山市
230500426 131.1524 46.6554 双鸭山市
230600061 124.81117 46.03138 大庆市
230600062 125.129 46.533 大庆市
230600063 124.902 46.408 大庆市
230600081 125.153 46.586 大庆市
230600082 124.9042 46.6215 大庆市
230700050 129.5029 48.471 伊春市
230700051 128.5159 47.4311 伊春市
230700052 128.9102 47.7412 伊春市
230800001 130.3794 46.7588 佳木斯市
230800431 130.2751 46.8028 佳木斯市
230800435 130.3995 46.8307 佳木斯市
230800437 130.3258 46.7975 佳木斯市
230800438 130.3648 46.8032 佳木斯市
230900001 131.0518 45.8751 七台河市
231000355 129.61 44.561 牡丹江市
231000441 129.6115 44.5782 牡丹江市
231000442 129.5904 44.5963 牡丹江市
231000443 129.6364 44.6075 牡丹江市
231000444 129.6386 44.5462 牡丹江市
231102001 127.5291 50.2472 黑河市
231102461 127.4833 50.2524 黑河市
231102462 127.5144 50.2341 黑河市
231200471 126.9785 46.6365 绥化市
231200472 126.964 46.6528 绥化市
232700402 124.1069 50.4097 大兴安岭地区
310000051 121.4 31.238 上海市
310000052 121.536 31.2659 上海市
310000053 121.478 31.2036 上海市
310000055 121.467 31.3008 上海市
310000056 121.425 31.2261 上海市
310000057 121.412 31.1654 上海市
310000058 121.533 31.2284 上海市
310000059 121.577 31.2071 上海市
310000251 121.703 31.1907 上海市
320100051 118.7997 32.0754 南京市
320100052 118.8109 32.0309 南京市
320100053 118.7752 32.0023 南京市
320100054 118.7538 32.0551 南京市
320100055 118.7794 32.0745 南京市
320100056 118.9125 32.1028 南京市
320100057 118.7356 31.9996 南京市
320100058 118.6414 32.0931 南京市
320100068 118.8086 32.1065 南京市
320200102 120.245 31.5631 无锡市
320200103 120.294 31.56 无锡市
320200104 120.354 31.5475 无锡市
320200107 120.3489 31.5863 无锡市
320200108 120.242 31.5031 无锡市
320200109 120.299 31.6817 无锡市
320200110 120.275 31.6219 无锡市
320200111 120.269 31.4867 无锡市
320300051 117.179 34.2761 徐州市
320300052 117.1918 34.2384 徐州市
320300058 117.256 34.2153 徐州市
320300059 117.244 34.2911 徐州市
320300061 117.2933 34.2778 徐州市
320300084 117.1814 34.29 徐州市
320300085 117.1694 34.1781 徐州市
320400101 119.9633 31.762 常州市
320400104 119.9468 31.7069 常州市
320400105 119.9255 31.9087 常州市
320400108 119.9805 31.8174 常州市
320400109 120.0522 31.7748 常州市
320400110 119.9025 31.7964 常州市
320500001 120.561 31.2472 苏州市
320500057 120.591 31.3019 苏州市
320500058 120.596 31.3264 苏州市
320500060 120.613 31.2703 苏州市
320500061 120.543 31.2994 苏州市
320500062 120.669 31.3097 苏州市
320500063 120.641 31.3708 苏州市
320600005 120.9098 31.9663 南通市
320600073 120.86 32.0005 南通市
320600074 120.87 32.02 南通市
320600077 120.94 31.93 南通市
320600078 120.81 32.0417 南通市
320700052 119.176 34.5885 连云港市
320700057 119.3581 34.6972 连云港市
320700058 119.3608 34.7519 连云港市
320700059 119.1478 34.5911 连云港市
320800401 119.036 33.5981 淮安市
320800402 119.007 33.575 淮安市
320800403 118.989 33.6067 淮安市
320800412 119.0186 33.6297 淮安市
320800413 119.135 33.5039 淮安市
320900401 120.118 33.4022 盐城市
320900402 120.156 33.3942 盐城市
320900406 120.2144 33.38 盐城市
320900407 120.1544 33.3663 盐城市
321000408 119.389 32.3761 扬州市
321000411 119.447 32.4155 扬州市
321100352 119.4303 32.1328 镇江市
321100408 119.4424 32.1873 镇江市
321100412 119.4974 32.1968 镇江市
321100413 119.6707 32.1875 镇江市
321200405 119.905 32.4878 泰州市
321200406 119.9189 32.4625 泰州市
321200408 119.888 32.4639 泰州市
321200409 119.8767 32.3289 泰州市
321300402 118.293 33.9528 宿迁市
321300406 118.2442 33.9592 宿迁市
321300409 118.283 33.965 宿迁市
330100051 120.1197 30.3119 杭州市
330100053 120.1903 30.2692 杭州市
330100055 120.1269 30.2456 杭州市
330100056 120.3461 30.3153 杭州市
330100057 120.0883 30.1808 杭州市
330100058 120.2697 30.1819 杭州市
330100059 120.3019 30.4183 杭州市
330100060 120.0633 30.2747 杭州市
330100062 120.2072 30.2111 杭州市
330200051 121.5856 29.8635 宁波市
330200053 121.524 29.8674 宁波市
330200054 121.713 29.9572 宁波市
330200056 121.56 29.82 宁波市
330200057 121.633 29.7733 宁波市
330200058 121.8358 29.911 宁波市
330200060 121.6147 29.9017 宁波市
330300051 120.6709 28.0167 温州市
330300053 120.634 28.0089 温州市
330300054 120.76 27.9747 温州市
330300055 120.6748 27.9939 温州市
330400052 120.726 30.7478 嘉兴市
330400053 120.7436 30.778 嘉兴市
330400054 120.7846 30.7525 嘉兴市
330500053 120.0751 30.8669 湖州市
330500054 120.1844 30.8596 湖州市
330500408 120.0875 30.8955 湖州市
330600053 120.6053 29.9928 绍兴市
330600054 120.5483 30.0003 绍兴市
330700402 119.6856 29.1028 金华市
330700403 119.6475 29.0769 金华市
330800351 118.8709 28.9666 衢州市
330800401 118.8692 28.9398 衢州市
330800403 118.8621 28.9808 衢州市
330900401 122.3094 29.9558 舟山市
330900402 122.122 30.0203 舟山市
330900404 122.19 29.9944 舟山市
331000051 121.419 28.6542 台州市
331000052 121.377 28.5773 台州市
331000053 121.273 28.6459 台州市
331100401 119.914 28.4514 丽水市
331100402 119.93 28.4586 丽水市
331100601 119.879 28.4231 丽水市
340100030 117.1604 31.9052 合肥市
340100051 117.3072 31.8764 合肥市
340100052 117.25 31.8571 合肥市
340100053 117.2588 31.8707 合肥市
340100054 117.1959 31.7848 合肥市
340100201 117.266 31.9436 合肥市
340100202 117.336 31.8586 合肥市
340100203 117.3027 31.7964 合肥市
340100204 117.2776 31.7385 合肥市
340100205 117.1318 31.8403 合肥市
340200444 118.3606 31.3519 芜湖市
340200445 118.3714 31.4134 芜湖市
340200446 118.3673 31.3131 芜湖市
340300355 117.396 32.939 蚌埠市
340300422 117.3605 32.9427 蚌埠市
340300425 117.4185 32.8911 蚌埠市
340300426 117.3533 32.9673 蚌埠市
340300427 117.3145 32.8977 蚌埠市
340400001 116.6325 32.6201 淮南市
340400524 116.8305 32.7727 淮南市
340400525 117.0067 32.6524 淮南市
340400526 116.8569 32.5951 淮南市
340400527 116.8281 32.633 淮南市
340500010 118.6245 31.7241 马鞍山市
340500105 118.5092 31.6837 马鞍山市
340500106 118.5024 31.6449 马鞍山市
340500107 118.5228 31.7231 马鞍山市
340600413 116.8004 33.975 淮北市
340600414 116.8091 33.9007 淮北市
340700431 117.8177 30.9412 铜陵市
340700432 117.8059 30.9273 铜陵市
340700433 117.7807 30.9413 铜陵市
340700434 117.7439 30.8792 铜陵市
340700435 117.846 30.9413 铜陵市
340700436 117.8483 30.97 铜陵市
340800020 116.9896 30.6145 安庆市
340800080 117.0809 30.5177 安庆市
340800085 117.0331 30.5119 安庆市
341000491 118.2903 29.6963 黄山市
341000492 118.327 29.7178 黄山市
341000494 118.1371 30.2756 黄山市
341100471 118.3093 32.3153 滁州市
341100472 118.3244 32.2786 滁州市
341200461 115.8277 32.8929 阜阳市
341200466 115.8554 32.8605 阜阳市
341200467 115.784 32.8892 阜阳市
341500211 116.5079 31.737 六安市
341500212 116.4738 31.7643 六安市
341500213 116.4996 31.7905 六安市
341500214 116.5567 31.7886 六安市
341600511 115.8072 33.8399 亳州市
341600512 115.7789 33.8518 亳州市
341700515 117.47 30.6618 池州市
341800370 118.7581 30.9454 宣城市
341800500 118.7385 30.9743 宣城市
341800501 118.7173 30.9427 宣城市
350100052 119.317 26.0746 福州市
350100058 119.2984 26.1028 福州市
350100061 119.2681 26.0504 福州市
350100062 119.2648 26.0768 福州市
350100064 119.5799 26.0936 福州市
350200071 118.0661 24.4444 厦门市
350200075 118.1514 24.4767 厦门市
350200076 118.0936 24.5058 厦门市
350300051 119.0141 25.4325 莆田市
350300052 119.0015 25.4553 莆田市
350300053 119.1119 25.4561 莆田市
350300054 119.1013 25.3215 莆田市
350400094 117.6211 26.2625 三明市
350400111 117.635 26.2714 三明市
350400112 117.6028 26.2378 三明市
350500051 118.5819 24.9117 泉州市
350500052 118.5972 24.8978 泉州市
350500053 118.6663 24.9424 泉州市
350600448 117.7116 24.506 漳州市
350700051 118.1681 26.6369 南平市
350700052 118.1825 26.6489 南平市
350700053 118.1756 26.6272 南平市
350800463 117.0217 25.1033 龙岩市
350800467 117.0196 25.0306 龙岩市
350800468 117.0258 25.0661 龙岩市
350900052 119.5388 26.6612 宁德市
360100002 115.7423 28.7996 南昌市
360100052 115.9314 28.6842 南昌市
360100053 115.8931 28.6843 南昌市
360100054 115.8886 28.7003 南昌市
360100059 115.8126 28.7442 南昌市
360100061 115.8518 28.687 南昌市
360100062 115.8921 28.6424 南昌市
360100063 115.9084 28.6062 南昌市
360200003 117.3102 29.3867 景德镇市
360200051 117.2117 29.2933 景德镇市
360200052 117.1894 29.2789 景德镇市
360200053 117.2461 29.2956 景德镇市
360200054 117.1547 29.2617 景德镇市
360300003 114.0997 27.5002 萍乡市
360300051 113.8385 27.6434 萍乡市
360300053 113.8676 27.6435 萍乡市
360300055 113.8493 27.6253 萍乡市
360300056 113.866 27.6198 萍乡市
360400049 115.9773 29.5698 九江市
360400051 115.9872 29.6815 九江市
360400052 115.9584 29.7046 九江市
360400053 115.9877 29.7295 九江市
360400061 116.0172 29.6547 九江市
360400063 115.9114 29.6038 九江市
360400064 116.0721 29.7535 九江市
360500001 115.0861 27.9317 新余市
360500401 114.9308 27.8036 新余市
360500404 114.9231 27.8246 新余市
360500405 114.9886 27.8431 新余市
360600001 116.9822 28.1136 鹰潭市
360600402 117.0564 28.2642 鹰潭市
360600404 117.0311 28.2475 鹰潭市
360600410 117.0222 28.2264 鹰潭市
360600411 117.0017 28.2131 鹰潭市
362100052 114.8905 25.8471 赣州市
362100054 114.9367 25.8664 赣州市
362100056 114.9461 25.8481 赣州市
362100058 114.9322 25.8333 赣州市
362200402 114.3956 27.7844 宜春市
362200403 114.3703 27.7914 宜春市
362200405 114.4013 27.8074 宜春市
362300001 118.005 28.4572 上饶市
362300401 117.9756 28.4436 上饶市
362300408 117.9519 28.4628 上饶市
362400401 114.9754 27.0803 吉安市
362400402 114.9658 27.0999 吉安市
362400403 114.99 27.1312 吉安市
362400413 115.0093 27.0968 吉安市
362500001 116.2127 28.0814 抚州市
362500402 116.3544 27.9831 抚州市
362500403 116.3565 27.963 抚州市
362500405 116.3564 28.0007 抚州市
362500406 116.385 27.9647 抚州市
370100052 117.0495 36.663 济南市
370100053 117.0624 36.6868 济南市
370100054 116.9489 36.6447 济南市
370100055 116.9862 36.6114 济南市
370100056 117.1265 36.6734 济南市
370100057 116.9376 36.665 济南市
370100058 116.7675 36.5484 济南市
370181001 117.532 36.6868 济南市
